herwig.ww,-,-
herwig.wz,-,-
herwig.zz,-,-
mcatnlo.ttbar,-,-
mcatnlo.singletop,-,-
alpgen.wjets,15.0,15.0
alpgen.zjets,15.0,15.0
qcd.alpgen,-,-
rsg.m500.kmpl0\_1,-,-
rsg.m750.kmpl0\_1,-,-
rsg.m1000.kmpl0\_1,-,-
rsg.m1250.kmpl0\_1,-,-
rsg.m1500.kmpl0\_1,-,-
wprime.wz.m500,-,-
wprime.wz.m600,-,-
wprime.wz.m700,-,-
wprime.wz.m800,-,-
wprime.wz.m900,-,-
wprime.wz.m1000,-,-
wprime.wz.m1100,-,-
wprime.wz.m1200,-,-
wprime.wz.m1300,-,-
wprime.wz.m1400,-,-
wprime.wz.m1500,-,-
